step,train_loss,train_acc,test_acc,lambda_H,lambda_A,grad_norm
0,2.238774299621582,0.22686000168323517,0.21849998831748962,13.48249340057373,1122544.125,1.6242934465408325
1,2.6307568550109863,0.13047999143600464,0.1290999948978424,,,1.154340386390686
2,2.490307569503784,0.1930599957704544,0.1946999877691269,,,2.77243709564209
3,2.3161516189575195,0.20994000136852264,0.21139998733997345,,,2.2872114181518555
4,2.1865737438201904,0.2387399971485138,0.23589999973773956,,,1.8628544807434082
5,2.1982548236846924,0.20735999941825867,0.20919999480247498,11.507155418395996,34675.14453125,1.3692326545715332
6,2.1047213077545166,0.25099998712539673,0.24699999392032623,,,1.5060423612594604
7,2.0192291736602783,0.27998000383377075,0.2760999798774719,,,0.9948433637619019
8,1.9914332628250122,0.30191999673843384,0.3034999966621399,,,0.6569532752037048
9,1.9858967065811157,0.28665998578071594,0.28679999709129333,,,0.6036304235458374
10,1.9776352643966675,0.2904599905014038,0.29339998960494995,7.885685920715332,17523.642578125,0.592101514339447
11,1.9578191041946411,0.2996399998664856,0.30169999599456787,,,0.5498448014259338
12,1.9382803440093994,0.3215999901294708,0.3155999779701233,,,0.483146607875824
13,1.9241559505462646,0.32273998856544495,0.3190999925136566,,,0.3948400914669037
14,1.9123015403747559,0.32673999667167664,0.3261999785900116,,,0.38814422488212585
15,1.897627830505371,0.3359600007534027,0.33480000495910645,6.492603778839111,16797.7265625,0.38697102665901184
16,1.8845865726470947,0.34595999121665955,0.3443000018596649,,,0.3460982143878937
17,1.8733233213424683,0.3502599895000458,0.34919998049736023,,,0.3009689152240753
18,1.8654587268829346,0.35023999214172363,0.35409998893737793,,,0.25260818004608154
19,1.8568902015686035,0.3502199947834015,0.3546999990940094,,,0.2789624035358429
20,1.8423163890838623,0.3542200028896332,0.35580000281333923,6.937744140625,16093.69140625,0.30496546626091003
21,1.828240990638733,0.3619399964809418,0.35929998755455017,,,0.25604447722435
22,1.8218262195587158,0.3641199767589569,0.3587999939918518,,,0.1766723096370697
23,1.8153802156448364,0.36574000120162964,0.36059999465942383,,,0.20209676027297974
24,1.8046929836273193,0.3698599934577942,0.36640000343322754,,,0.24189604818820953
25,1.791847825050354,0.3753199875354767,0.3676999807357788,6.004584312438965,15740.94140625,0.23750948905944824
26,1.781951904296875,0.3781200051307678,0.36949998140335083,,,0.1939096450805664
27,1.7718546390533447,0.38189998269081116,0.3685999810695648,,,0.19274985790252686
28,1.7624306678771973,0.38565999269485474,0.37369999289512634,,,0.16388528048992157
29,1.7539961338043213,0.3892799913883209,0.3730999827384949,,,0.14675813913345337
30,1.7437515258789062,0.3923400044441223,0.3782999813556671,6.242275238037109,20664.14453125,0.1706170290708542
31,1.7328823804855347,0.39569997787475586,0.38169997930526733,,,0.16161347925662994
32,1.723456859588623,0.3976599872112274,0.3824999928474426,,,0.13235676288604736
33,1.7147935628890991,0.4022599756717682,0.38499999046325684,,,0.1153319850564003
34,1.7051359415054321,0.4064599871635437,0.38509997725486755,,,0.13087201118469238
35,1.6960312128067017,0.4088599979877472,0.3863999843597412,7.0625762939453125,32213.35546875,0.12594836950302124
36,1.6865038871765137,0.41378000378608704,0.38749998807907104,,,0.12707197666168213
37,1.6762324571609497,0.4182399809360504,0.3912999927997589,,,0.12108822166919708
38,1.666843295097351,0.42173999547958374,0.3971000015735626,,,0.10680608451366425
39,1.6574201583862305,0.42545998096466064,0.3986999988555908,,,0.10421052575111389
40,1.6483590602874756,0.42800000309944153,0.39640000462532043,7.825840950012207,43497.24609375,0.10270130634307861
41,1.6401623487472534,0.4297599792480469,0.4025999903678894,,,0.1115790605545044
42,1.6338183879852295,0.4321199953556061,0.40129998326301575,,,0.15495119988918304
43,1.631868600845337,0.43191999197006226,0.3971000015735626,,,0.23330296576023102
44,1.6284945011138916,0.43265998363494873,0.39989998936653137,,,0.38747093081474304
45,1.6156865358352661,0.43901997804641724,0.406499981880188,8.729360580444336,30686.482421875,0.48420143127441406
46,1.5971206426620483,0.4461599886417389,0.40950000286102295,,,0.3829368054866791
47,1.5939998626708984,0.4473799765110016,0.4059999883174896,,,0.12035717815160751
48,1.59097158908844,0.4477999806404114,0.406499981880188,,,0.29374608397483826
49,1.5738568305969238,0.4550599753856659,0.41130000352859497,,,0.3781696856021881
50,1.5679148435592651,0.4560000002384186,0.40849998593330383,8.003007888793945,34523.30078125,0.1582038849592209
51,1.5650521516799927,0.45673999190330505,0.4120999872684479,,,0.24165721237659454
52,1.5507879257202148,0.4608599841594696,0.412200003862381,,,0.33437734842300415
53,1.5424346923828125,0.46559998393058777,0.4138999879360199,,,0.18306414783000946
54,1.538812518119812,0.4671199917793274,0.4132999777793884,,,0.19202344119548798
55,1.5288927555084229,0.4698199927806854,0.4122999906539917,9.020622253417969,39945.69921875,0.3186913728713989
56,1.5170862674713135,0.47443997859954834,0.4132999777793884,,,0.2735101878643036
57,1.509710431098938,0.47589999437332153,0.4136999845504761,,,0.1378592699766159
58,1.5052437782287598,0.47811999917030334,0.41279998421669006,,,0.1897539347410202
59,1.4990291595458984,0.47909998893737793,0.4129999876022339,,,0.3035023510456085
60,1.490294098854065,0.4827199876308441,0.4092999994754791,9.811583518981934,42880.75,0.35744330286979675
61,1.4836790561676025,0.4847799837589264,0.41290000081062317,,,0.36269283294677734
62,1.486240029335022,0.48513999581336975,0.41009998321533203,,,0.3950209319591522
63,1.505067229270935,0.47713997960090637,0.4032999873161316,,,0.5549110174179077
64,1.5440126657485962,0.46945998072624207,0.40070000290870667,,,0.9726267457008362
65,1.4617128372192383,0.49344000220298767,0.41599997878074646,10.02903938293457,31071.83984375,0.9953507781028748
66,1.531606912612915,0.46879997849464417,0.3962000012397766,,,0.3388754725456238
67,1.4727445840835571,0.48865997791290283,0.41099998354911804,,,1.1923980712890625
68,1.478041410446167,0.4878599941730499,0.41279998421669006,,,0.6273790597915649
69,1.4598491191864014,0.4932999908924103,0.4156000018119812,,,0.6246352791786194
70,1.4486123323440552,0.4980199933052063,0.4097999930381775,10.344303131103516,32372.94140625,0.5599410533905029
71,1.4507256746292114,0.4957199990749359,0.4097999930381775,,,0.5022634863853455
72,1.4214636087417603,0.5073599815368652,0.424699991941452,,,0.5756430625915527
73,1.4363882541656494,0.5006999969482422,0.41830000281333923,,,0.29399535059928894
74,1.4045037031173706,0.5143799781799316,0.421999990940094,,,0.5019012689590454
75,1.4132804870605469,0.5110999941825867,0.4147000014781952,11.559038162231445,34129.5703125,0.2869887351989746
