model_id,epoch,train_loss,train_accuracy,test_accuracy,sharpness_H,sharpness_A,lambda_eff,lr_lambda_eff,effective_step_mean,effective_step_std,effective_step_max
1.0,1,3.8826308250427246,0.0982000008225441,0.13099999725818634,1154.7242,42729388.0,42729388.0,128188.164,26759.457031,85224.265625,300000.0
