model_id,model_type,activation_function,optimizer,criterion,learning_rate,beta1,beta2,num_epochs,time_minutes,learning_rate_adam
336,MLP4,relu,Muon,MSELoss,0.0336,0.95,,500,0.28,0.0001
337,MLP4,relu,Muon,MSELoss,0.0337,0.95,,500,0.28,0.0001
338,MLP4,relu,Muon,MSELoss,0.0338,0.95,,500,0.28,0.0001
339,MLP4,relu,Muon,MSELoss,0.0339,0.95,,500,0.27,0.0001
340,MLP4,relu,Muon,MSELoss,0.034,0.95,,500,0.28,0.0001
341,MLP4,relu,Muon,MSELoss,0.0341,0.95,,500,0.28,0.0001
342,MLP4,relu,Muon,MSELoss,0.0342,0.95,,500,0.28,0.0001
343,MLP4,relu,Muon,MSELoss,0.0343,0.95,,500,0.29,0.0001
344,MLP4,relu,Muon,MSELoss,0.0344,0.95,,500,0.27,0.0001
345,MLP4,relu,Muon,MSELoss,0.0345,0.95,,500,0.28,0.0001
346,MLP4,relu,Muon,MSELoss,0.0346,0.95,,500,0.29,0.0001
347,MLP4,relu,Muon,MSELoss,0.0347,0.95,,500,0.28,0.0001
348,MLP4,relu,Muon,MSELoss,0.0348,0.95,,500,0.28,0.0001
349,MLP4,relu,Muon,MSELoss,0.0349,0.95,,500,0.28,0.0001
350,MLP4,relu,Muon,MSELoss,0.035,0.95,,500,0.27,0.0001
351,MLP4,relu,Muon,MSELoss,0.0351,0.95,,500,0.27,0.0001
352,MLP4,relu,Muon,MSELoss,0.0352,0.95,,500,0.28,0.0001
353,MLP4,relu,Muon,MSELoss,0.0353,0.95,,500,0.28,0.0001
354,MLP4,relu,Muon,MSELoss,0.0354,0.95,,500,0.27,0.0001
355,MLP4,relu,Muon,MSELoss,0.0355,0.95,,500,0.29,0.0001
356,MLP4,relu,Muon,MSELoss,0.0356,0.95,,500,0.29,0.0001
357,MLP4,relu,Muon,MSELoss,0.0357,0.95,,500,0.28,0.0001
358,MLP4,relu,Muon,MSELoss,0.0358,0.95,,500,0.27,0.0001
359,MLP4,relu,Muon,MSELoss,0.0359,0.95,,500,0.29,0.0001
360,MLP4,relu,Muon,MSELoss,0.036,0.95,,500,0.28,0.0001
361,MLP4,relu,Muon,MSELoss,0.0361,0.95,,500,0.28,0.0001
362,MLP4,relu,Muon,MSELoss,0.0362,0.95,,500,0.27,0.0001
363,MLP4,relu,Muon,MSELoss,0.0363,0.95,,500,0.28,0.0001
364,MLP4,relu,Muon,MSELoss,0.0364,0.95,,500,0.27,0.0001
365,MLP4,relu,Muon,MSELoss,0.0365,0.95,,500,0.29,0.0001
366,MLP4,relu,Muon,MSELoss,0.0366,0.95,,500,0.28,0.0001
367,MLP4,relu,Muon,MSELoss,0.0367,0.95,,500,0.27,0.0001
368,MLP4,relu,Muon,MSELoss,0.0368,0.95,,500,0.29,0.0001
369,MLP4,relu,Muon,MSELoss,0.0369,0.95,,500,0.28,0.0001
370,MLP4,relu,Muon,MSELoss,0.037,0.95,,500,0.27,0.0001
371,MLP4,relu,Muon,MSELoss,0.0371,0.95,,500,0.28,0.0001
372,MLP4,relu,Muon,MSELoss,0.0372,0.95,,500,0.28,0.0001
373,MLP4,relu,Muon,MSELoss,0.0373,0.95,,500,0.28,0.0001
374,MLP4,relu,Muon,MSELoss,0.0374,0.95,,500,0.28,0.0001
375,MLP4,relu,Muon,MSELoss,0.0375,0.95,,500,0.28,0.0001
376,MLP4,relu,Muon,MSELoss,0.0376,0.95,,500,0.28,0.0001
377,MLP4,relu,Muon,MSELoss,0.0377,0.95,,500,0.28,0.0001
378,MLP4,relu,Muon,MSELoss,0.0378,0.95,,500,0.28,0.0001
379,MLP4,relu,Muon,MSELoss,0.0379,0.95,,500,0.28,0.0001
380,MLP4,relu,Muon,MSELoss,0.038,0.95,,500,0.28,0.0001
381,MLP4,relu,Muon,MSELoss,0.0381,0.95,,500,0.29,0.0001
382,MLP4,relu,Muon,MSELoss,0.0382,0.95,,500,0.27,0.0001
383,MLP4,relu,Muon,MSELoss,0.0383,0.95,,500,0.28,0.0001
384,MLP4,relu,Muon,MSELoss,0.0384,0.95,,500,0.28,0.0001
385,MLP4,relu,Muon,MSELoss,0.0385,0.95,,500,0.28,0.0001
386,MLP4,relu,Muon,MSELoss,0.0386,0.95,,500,0.27,0.0001
387,MLP4,relu,Muon,MSELoss,0.0387,0.95,,500,0.27,0.0001
388,MLP4,relu,Muon,MSELoss,0.0388,0.95,,500,0.26,0.0001
389,MLP4,relu,Muon,MSELoss,0.0389,0.95,,500,0.27,0.0001
390,MLP4,relu,Muon,MSELoss,0.039,0.95,,500,0.29,0.0001
391,MLP4,relu,Muon,MSELoss,0.0391,0.95,,500,0.27,0.0001
392,MLP4,relu,Muon,MSELoss,0.0392,0.95,,500,0.28,0.0001
393,MLP4,relu,Muon,MSELoss,0.0393,0.95,,500,0.27,0.0001
394,MLP4,relu,Muon,MSELoss,0.0394,0.95,,500,0.29,0.0001
395,MLP4,relu,Muon,MSELoss,0.0395,0.95,,500,0.28,0.0001
396,MLP4,relu,Muon,MSELoss,0.0396,0.95,,500,0.28,0.0001
397,MLP4,relu,Muon,MSELoss,0.0397,0.95,,500,0.29,0.0001
398,MLP4,relu,Muon,MSELoss,0.0398,0.95,,500,0.28,0.0001
399,MLP4,relu,Muon,MSELoss,0.0399,0.95,,500,0.29,0.0001
400,MLP4,relu,Muon,MSELoss,0.04,0.95,,500,0.28,0.0001
401,MLP4,relu,Muon,MSELoss,0.0401,0.95,,500,0.28,0.0001
402,MLP4,relu,Muon,MSELoss,0.0402,0.95,,500,0.29,0.0001
403,MLP4,relu,Muon,MSELoss,0.0403,0.95,,500,0.27,0.0001
404,MLP4,relu,Muon,MSELoss,0.0404,0.95,,500,0.27,0.0001
405,MLP4,relu,Muon,MSELoss,0.0405,0.95,,500,0.28,0.0001
406,MLP4,relu,Muon,MSELoss,0.0406,0.95,,500,0.27,0.0001
407,MLP4,relu,Muon,MSELoss,0.0407,0.95,,500,0.28,0.0001
408,MLP4,relu,Muon,MSELoss,0.0408,0.95,,500,0.27,0.0001
409,MLP4,relu,Muon,MSELoss,0.0409,0.95,,500,0.29,0.0001
410,MLP4,relu,Muon,MSELoss,0.041,0.95,,500,0.29,0.0001
411,MLP4,relu,Muon,MSELoss,0.0411,0.95,,500,0.28,0.0001
412,MLP4,relu,Muon,MSELoss,0.0412,0.95,,500,0.29,0.0001
413,MLP4,relu,Muon,MSELoss,0.0413,0.95,,500,0.29,0.0001
414,MLP4,relu,Muon,MSELoss,0.0414,0.95,,500,0.3,0.0001
415,MLP4,relu,Muon,MSELoss,0.0415,0.95,,500,0.28,0.0001
416,MLP4,relu,Muon,MSELoss,0.0416,0.95,,500,0.29,0.0001
417,MLP4,relu,Muon,MSELoss,0.0417,0.95,,500,0.29,0.0001
418,MLP4,relu,Muon,MSELoss,0.0418,0.95,,500,0.3,0.0001
419,MLP4,relu,Muon,MSELoss,0.0419,0.95,,500,0.3,0.0001
420,MLP4,relu,Muon,MSELoss,0.042,0.95,,500,0.29,0.0001
421,MLP4,relu,Muon,MSELoss,0.0421,0.95,,500,0.29,0.0001
422,MLP4,relu,Muon,MSELoss,0.0422,0.95,,500,0.28,0.0001
423,MLP4,relu,Muon,MSELoss,0.0423,0.95,,500,0.29,0.0001
424,MLP4,relu,Muon,MSELoss,0.0424,0.95,,500,0.29,0.0001
425,MLP4,relu,Muon,MSELoss,0.0425,0.95,,500,0.3,0.0001
426,MLP4,relu,Muon,MSELoss,0.0426,0.95,,500,0.28,0.0001
427,MLP4,relu,Muon,MSELoss,0.0427,0.95,,500,0.29,0.0001
428,MLP4,relu,Muon,MSELoss,0.0428,0.95,,500,0.3,0.0001
429,MLP4,relu,Muon,MSELoss,0.0429,0.95,,500,0.29,0.0001
430,MLP4,relu,Muon,MSELoss,0.043,0.95,,500,0.29,0.0001
431,MLP4,relu,Muon,MSELoss,0.0431,0.95,,500,0.28,0.0001
432,MLP4,relu,Muon,MSELoss,0.0432,0.95,,500,0.28,0.0001
433,MLP4,relu,Muon,MSELoss,0.0433,0.95,,500,0.29,0.0001
434,MLP4,relu,Muon,MSELoss,0.0434,0.95,,500,0.29,0.0001
435,MLP4,relu,Muon,MSELoss,0.0435,0.95,,500,0.28,0.0001
436,MLP4,relu,Muon,MSELoss,0.0436,0.95,,500,0.3,0.0001
437,MLP4,relu,Muon,MSELoss,0.0437,0.95,,500,0.29,0.0001
438,MLP4,relu,Muon,MSELoss,0.0438,0.95,,500,0.29,0.0001
439,MLP4,relu,Muon,MSELoss,0.0439,0.95,,500,0.29,0.0001
440,MLP4,relu,Muon,MSELoss,0.044,0.95,,500,0.29,0.0001
441,MLP4,relu,Muon,MSELoss,0.0441,0.95,,500,0.29,0.0001
442,MLP4,relu,Muon,MSELoss,0.0442,0.95,,500,0.29,0.0001
443,MLP4,relu,Muon,MSELoss,0.0443,0.95,,500,0.29,0.0001
444,MLP4,relu,Muon,MSELoss,0.0444,0.95,,500,0.28,0.0001
445,MLP4,relu,Muon,MSELoss,0.0445,0.95,,500,0.28,0.0001
446,MLP4,relu,Muon,MSELoss,0.0446,0.95,,500,0.28,0.0001
447,MLP4,relu,Muon,MSELoss,0.0447,0.95,,500,0.28,0.0001
448,MLP4,relu,Muon,MSELoss,0.0448,0.95,,500,0.28,0.0001
449,MLP4,relu,Muon,MSELoss,0.0449,0.95,,500,0.29,0.0001
450,MLP4,relu,Muon,MSELoss,0.045,0.95,,500,0.29,0.0001
451,MLP4,relu,Muon,MSELoss,0.0451,0.95,,500,0.28,0.0001
452,MLP4,relu,Muon,MSELoss,0.0452,0.95,,500,0.29,0.0001
453,MLP4,relu,Muon,MSELoss,0.0453,0.95,,500,0.3,0.0001
454,MLP4,relu,Muon,MSELoss,0.0454,0.95,,500,0.29,0.0001
455,MLP4,relu,Muon,MSELoss,0.0455,0.95,,500,0.29,0.0001
456,MLP4,relu,Muon,MSELoss,0.0456,0.95,,500,0.29,0.0001
457,MLP4,relu,Muon,MSELoss,0.0457,0.95,,500,0.28,0.0001
458,MLP4,relu,Muon,MSELoss,0.0458,0.95,,500,0.28,0.0001
459,MLP4,relu,Muon,MSELoss,0.0459,0.95,,500,0.28,0.0001
460,MLP4,relu,Muon,MSELoss,0.046,0.95,,500,0.3,0.0001
461,MLP4,relu,Muon,MSELoss,0.0461,0.95,,500,0.29,0.0001
462,MLP4,relu,Muon,MSELoss,0.0462,0.95,,500,0.28,0.0001
463,MLP4,relu,Muon,MSELoss,0.0463,0.95,,500,0.28,0.0001
464,MLP4,relu,Muon,MSELoss,0.0464,0.95,,500,0.28,0.0001
465,MLP4,relu,Muon,MSELoss,0.0465,0.95,,500,0.3,0.0001
466,MLP4,relu,Muon,MSELoss,0.0466,0.95,,500,0.29,0.0001
467,MLP4,relu,Muon,MSELoss,0.0467,0.95,,500,0.29,0.0001
468,MLP4,relu,Muon,MSELoss,0.0468,0.95,,500,0.29,0.0001
469,MLP4,relu,Muon,MSELoss,0.0469,0.95,,500,0.29,0.0001
470,MLP4,relu,Muon,MSELoss,0.047,0.95,,500,0.29,0.0001
471,MLP4,relu,Muon,MSELoss,0.0471,0.95,,500,0.27,0.0001
472,MLP4,relu,Muon,MSELoss,0.0472,0.95,,500,0.29,0.0001
473,MLP4,relu,Muon,MSELoss,0.0473,0.95,,500,0.28,0.0001
474,MLP4,relu,Muon,MSELoss,0.0474,0.95,,500,0.3,0.0001
475,MLP4,relu,Muon,MSELoss,0.0475,0.95,,500,0.28,0.0001
476,MLP4,relu,Muon,MSELoss,0.0476,0.95,,500,0.29,0.0001
477,MLP4,relu,Muon,MSELoss,0.0477,0.95,,500,0.29,0.0001
478,MLP4,relu,Muon,MSELoss,0.0478,0.95,,500,0.29,0.0001
479,MLP4,relu,Muon,MSELoss,0.0479,0.95,,500,0.28,0.0001
480,MLP4,relu,Muon,MSELoss,0.048,0.95,,500,0.29,0.0001
481,MLP4,relu,Muon,MSELoss,0.0481,0.95,,500,0.28,0.0001
482,MLP4,relu,Muon,MSELoss,0.0482,0.95,,500,0.28,0.0001
483,MLP4,relu,Muon,MSELoss,0.0483,0.95,,500,0.29,0.0001
484,MLP4,relu,Muon,MSELoss,0.0484,0.95,,500,0.28,0.0001
485,MLP4,relu,Muon,MSELoss,0.0485,0.95,,500,0.3,0.0001
486,MLP4,relu,Muon,MSELoss,0.0486,0.95,,500,0.28,0.0001
487,MLP4,relu,Muon,MSELoss,0.0487,0.95,,500,0.28,0.0001
488,MLP4,relu,Muon,MSELoss,0.0488,0.95,,500,0.28,0.0001
489,MLP4,relu,Muon,MSELoss,0.0489,0.95,,500,0.29,0.0001
490,MLP4,relu,Muon,MSELoss,0.049,0.95,,500,0.28,0.0001
491,MLP4,relu,Muon,MSELoss,0.0491,0.95,,500,0.28,0.0001
492,MLP4,relu,Muon,MSELoss,0.0492,0.95,,500,0.29,0.0001
493,MLP4,relu,Muon,MSELoss,0.0493,0.95,,500,0.3,0.0001
494,MLP4,relu,Muon,MSELoss,0.0494,0.95,,500,0.28,0.0001
495,MLP4,relu,Muon,MSELoss,0.0495,0.95,,500,0.28,0.0001
496,MLP4,relu,Muon,MSELoss,0.0496,0.95,,500,0.29,0.0001
497,MLP4,relu,Muon,MSELoss,0.0497,0.95,,500,0.29,0.0001
498,MLP4,relu,Muon,MSELoss,0.0498,0.95,,500,0.29,0.0001
499,MLP4,relu,Muon,MSELoss,0.0499,0.95,,500,0.27,0.0001
500,MLP4,relu,Muon,MSELoss,0.05,0.95,,500,0.29,0.0001
501,MLP4,relu,Muon,MSELoss,0.0501,0.95,,500,0.29,0.0001
502,MLP4,relu,Muon,MSELoss,0.0502,0.95,,500,0.29,0.0001
503,MLP4,relu,Muon,MSELoss,0.0503,0.95,,500,0.29,0.0001
504,MLP4,relu,Muon,MSELoss,0.0504,0.95,,500,0.29,0.0001
505,MLP4,relu,Muon,MSELoss,0.0505,0.95,,500,0.3,0.0001
506,MLP4,relu,Muon,MSELoss,0.0506,0.95,,500,0.28,0.0001
507,MLP4,relu,Muon,MSELoss,0.0507,0.95,,500,0.29,0.0001
508,MLP4,relu,Muon,MSELoss,0.0508,0.95,,500,0.3,0.0001
509,MLP4,relu,Muon,MSELoss,0.0509,0.95,,500,0.29,0.0001
510,MLP4,relu,Muon,MSELoss,0.051,0.95,,500,0.29,0.0001
511,MLP4,relu,Muon,MSELoss,0.0511,0.95,,500,0.28,0.0001
512,MLP4,relu,Muon,MSELoss,0.0512,0.95,,500,0.29,0.0001
513,MLP4,relu,Muon,MSELoss,0.0513,0.95,,500,0.29,0.0001
514,MLP4,relu,Muon,MSELoss,0.0514,0.95,,500,0.29,0.0001
515,MLP4,relu,Muon,MSELoss,0.0515,0.95,,500,0.29,0.0001
516,MLP4,relu,Muon,MSELoss,0.0516,0.95,,500,0.28,0.0001
517,MLP4,relu,Muon,MSELoss,0.0517,0.95,,500,0.3,0.0001
518,MLP4,relu,Muon,MSELoss,0.0518,0.95,,500,0.28,0.0001
519,MLP4,relu,Muon,MSELoss,0.0519,0.95,,500,0.29,0.0001
520,MLP4,relu,Muon,MSELoss,0.052,0.95,,500,0.28,0.0001
521,MLP4,relu,Muon,MSELoss,0.0521,0.95,,500,0.28,0.0001
522,MLP4,relu,Muon,MSELoss,0.0522,0.95,,500,0.28,0.0001
523,MLP4,relu,Muon,MSELoss,0.0523,0.95,,500,0.27,0.0001
524,MLP4,relu,Muon,MSELoss,0.0524,0.95,,500,0.29,0.0001
525,MLP4,relu,Muon,MSELoss,0.0525,0.95,,500,0.28,0.0001
526,MLP4,relu,Muon,MSELoss,0.0526,0.95,,500,0.29,0.0001
527,MLP4,relu,Muon,MSELoss,0.0527,0.95,,500,0.3,0.0001
528,MLP4,relu,Muon,MSELoss,0.0528,0.95,,500,0.28,0.0001
529,MLP4,relu,Muon,MSELoss,0.0529,0.95,,500,0.29,0.0001
530,MLP4,relu,Muon,MSELoss,0.053,0.95,,500,0.29,0.0001
531,MLP4,relu,Muon,MSELoss,0.0531,0.95,,500,0.28,0.0001
532,MLP4,relu,Muon,MSELoss,0.0532,0.95,,500,0.29,0.0001
533,MLP4,relu,Muon,MSELoss,0.0533,0.95,,500,0.29,0.0001
534,MLP4,relu,Muon,MSELoss,0.0534,0.95,,500,0.29,0.0001
535,MLP4,relu,Muon,MSELoss,0.0535,0.95,,500,0.29,0.0001
536,MLP4,relu,Muon,MSELoss,0.0536,0.95,,500,0.28,0.0001
537,MLP4,relu,Muon,MSELoss,0.0537,0.95,,500,0.29,0.0001
538,MLP4,relu,Muon,MSELoss,0.0538,0.95,,500,0.29,0.0001
539,MLP4,relu,Muon,MSELoss,0.0539,0.95,,500,0.28,0.0001
540,MLP4,relu,Muon,MSELoss,0.054,0.95,,500,0.29,0.0001
541,MLP4,relu,Muon,MSELoss,0.0541,0.95,,500,0.28,0.0001
542,MLP4,relu,Muon,MSELoss,0.0542,0.95,,500,0.29,0.0001
543,MLP4,relu,Muon,MSELoss,0.0543,0.95,,500,0.29,0.0001
544,MLP4,relu,Muon,MSELoss,0.0544,0.95,,500,0.29,0.0001
545,MLP4,relu,Muon,MSELoss,0.0545,0.95,,500,0.26,0.0001
546,MLP4,relu,Muon,MSELoss,0.0546,0.95,,500,0.29,0.0001
547,MLP4,relu,Muon,MSELoss,0.0547,0.95,,500,0.29,0.0001
548,MLP4,relu,Muon,MSELoss,0.0548,0.95,,500,0.28,0.0001
549,MLP4,relu,Muon,MSELoss,0.0549,0.95,,500,0.29,0.0001
550,MLP4,relu,Muon,MSELoss,0.055,0.95,,500,0.29,0.0001
551,MLP4,relu,Muon,MSELoss,0.0551,0.95,,500,0.29,0.0001
552,MLP4,relu,Muon,MSELoss,0.0552,0.95,,500,0.29,0.0001
553,MLP4,relu,Muon,MSELoss,0.0553,0.95,,500,0.29,0.0001
554,MLP4,relu,Muon,MSELoss,0.0554,0.95,,500,0.29,0.0001
555,MLP4,relu,Muon,MSELoss,0.0555,0.95,,500,0.28,0.0001
556,MLP4,relu,Muon,MSELoss,0.0556,0.95,,500,0.29,0.0001
557,MLP4,relu,Muon,MSELoss,0.0557,0.95,,500,0.29,0.0001
558,MLP4,relu,Muon,MSELoss,0.0558,0.95,,500,0.29,0.0001
559,MLP4,relu,Muon,MSELoss,0.0559,0.95,,500,0.29,0.0001
560,MLP4,relu,Muon,MSELoss,0.056,0.95,,500,0.3,0.0001
561,MLP4,relu,Muon,MSELoss,0.0561,0.95,,500,0.29,0.0001
562,MLP4,relu,Muon,MSELoss,0.0562,0.95,,500,0.29,0.0001
563,MLP4,relu,Muon,MSELoss,0.0563,0.95,,500,0.28,0.0001
564,MLP4,relu,Muon,MSELoss,0.0564,0.95,,500,0.29,0.0001
565,MLP4,relu,Muon,MSELoss,0.0565,0.95,,500,0.29,0.0001
566,MLP4,relu,Muon,MSELoss,0.0566,0.95,,500,0.3,0.0001
567,MLP4,relu,Muon,MSELoss,0.0567,0.95,,500,0.29,0.0001
568,MLP4,relu,Muon,MSELoss,0.0568,0.95,,500,0.28,0.0001
569,MLP4,relu,Muon,MSELoss,0.0569,0.95,,500,0.27,0.0001
570,MLP4,relu,Muon,MSELoss,0.057,0.95,,500,0.3,0.0001
571,MLP4,relu,Muon,MSELoss,0.0571,0.95,,500,0.29,0.0001
572,MLP4,relu,Muon,MSELoss,0.0572,0.95,,500,0.28,0.0001
573,MLP4,relu,Muon,MSELoss,0.0573,0.95,,500,0.28,0.0001
574,MLP4,relu,Muon,MSELoss,0.0574,0.95,,500,0.29,0.0001
575,MLP4,relu,Muon,MSELoss,0.0575,0.95,,500,0.29,0.0001
576,MLP4,relu,Muon,MSELoss,0.0576,0.95,,500,0.29,0.0001
577,MLP4,relu,Muon,MSELoss,0.0577,0.95,,500,0.29,0.0001
578,MLP4,relu,Muon,MSELoss,0.0578,0.95,,500,0.28,0.0001
579,MLP4,relu,Muon,MSELoss,0.0579,0.95,,500,0.28,0.0001
580,MLP4,relu,Muon,MSELoss,0.058,0.95,,500,0.29,0.0001
581,MLP4,relu,Muon,MSELoss,0.0581,0.95,,500,0.29,0.0001
582,MLP4,relu,Muon,MSELoss,0.0582,0.95,,500,0.29,0.0001
583,MLP4,relu,Muon,MSELoss,0.0583,0.95,,500,0.29,0.0001
584,MLP4,relu,Muon,MSELoss,0.0584,0.95,,500,0.28,0.0001
585,MLP4,relu,Muon,MSELoss,0.0585,0.95,,500,0.29,0.0001
586,MLP4,relu,Muon,MSELoss,0.0586,0.95,,500,0.29,0.0001
587,MLP4,relu,Muon,MSELoss,0.0587,0.95,,500,0.28,0.0001
588,MLP4,relu,Muon,MSELoss,0.0588,0.95,,500,0.29,0.0001
589,MLP4,relu,Muon,MSELoss,0.0589,0.95,,500,0.29,0.0001
590,MLP4,relu,Muon,MSELoss,0.059,0.95,,500,0.28,0.0001
591,MLP4,relu,Muon,MSELoss,0.0591,0.95,,500,0.29,0.0001
592,MLP4,relu,Muon,MSELoss,0.0592,0.95,,500,0.3,0.0001
593,MLP4,relu,Muon,MSELoss,0.0593,0.95,,500,0.29,0.0001
594,MLP4,relu,Muon,MSELoss,0.0594,0.95,,500,0.28,0.0001
595,MLP4,relu,Muon,MSELoss,0.0595,0.95,,500,0.29,0.0001
596,MLP4,relu,Muon,MSELoss,0.0596,0.95,,500,0.28,0.0001
597,MLP4,relu,Muon,MSELoss,0.0597,0.95,,500,0.29,0.0001
598,MLP4,relu,Muon,MSELoss,0.0598,0.95,,500,0.29,0.0001
599,MLP4,relu,Muon,MSELoss,0.0599,0.95,,500,0.31,0.0001
600,MLP4,relu,Muon,MSELoss,0.06,0.95,,500,0.3,0.0001
601,MLP4,relu,Muon,MSELoss,0.0601,0.95,,500,0.28,0.0001
602,MLP4,relu,Muon,MSELoss,0.0602,0.95,,500,0.29,0.0001
603,MLP4,relu,Muon,MSELoss,0.0603,0.95,,500,0.3,0.0001
604,MLP4,relu,Muon,MSELoss,0.0604,0.95,,500,0.3,0.0001
605,MLP4,relu,Muon,MSELoss,0.0605,0.95,,500,0.29,0.0001
606,MLP4,relu,Muon,MSELoss,0.0606,0.95,,500,0.3,0.0001
607,MLP4,relu,Muon,MSELoss,0.0607,0.95,,500,0.3,0.0001
608,MLP4,relu,Muon,MSELoss,0.0608,0.95,,500,0.3,0.0001
609,MLP4,relu,Muon,MSELoss,0.0609,0.95,,500,0.3,0.0001
610,MLP4,relu,Muon,MSELoss,0.061,0.95,,500,0.3,0.0001
611,MLP4,relu,Muon,MSELoss,0.0611,0.95,,500,0.3,0.0001
612,MLP4,relu,Muon,MSELoss,0.0612,0.95,,500,0.29,0.0001
613,MLP4,relu,Muon,MSELoss,0.0613,0.95,,500,0.31,0.0001
614,MLP4,relu,Muon,MSELoss,0.0614,0.95,,500,0.29,0.0001
615,MLP4,relu,Muon,MSELoss,0.0615,0.95,,500,0.3,0.0001
616,MLP4,relu,Muon,MSELoss,0.0616,0.95,,500,0.3,0.0001
617,MLP4,relu,Muon,MSELoss,0.0617,0.95,,500,0.3,0.0001
618,MLP4,relu,Muon,MSELoss,0.0618,0.95,,500,0.3,0.0001
619,MLP4,relu,Muon,MSELoss,0.0619,0.95,,500,0.31,0.0001
620,MLP4,relu,Muon,MSELoss,0.062,0.95,,500,0.29,0.0001
621,MLP4,relu,Muon,MSELoss,0.0621,0.95,,500,0.27,0.0001
622,MLP4,relu,Muon,MSELoss,0.0622,0.95,,500,0.29,0.0001
623,MLP4,relu,Muon,MSELoss,0.0623,0.95,,500,0.28,0.0001
624,MLP4,relu,Muon,MSELoss,0.0624,0.95,,500,0.28,0.0001
625,MLP4,relu,Muon,MSELoss,0.0625,0.95,,500,0.28,0.0001
626,MLP4,relu,Muon,MSELoss,0.0626,0.95,,500,0.28,0.0001
627,MLP4,relu,Muon,MSELoss,0.0627,0.95,,500,0.29,0.0001
628,MLP4,relu,Muon,MSELoss,0.0628,0.95,,500,0.29,0.0001
629,MLP4,relu,Muon,MSELoss,0.0629,0.95,,500,0.29,0.0001
630,MLP4,relu,Muon,MSELoss,0.063,0.95,,500,0.28,0.0001
631,MLP4,relu,Muon,MSELoss,0.0631,0.95,,500,0.28,0.0001
632,MLP4,relu,Muon,MSELoss,0.0632,0.95,,500,0.28,0.0001
633,MLP4,relu,Muon,MSELoss,0.0633,0.95,,500,0.28,0.0001
634,MLP4,relu,Muon,MSELoss,0.0634,0.95,,500,0.28,0.0001
635,MLP4,relu,Muon,MSELoss,0.0635,0.95,,500,0.29,0.0001
636,MLP4,relu,Muon,MSELoss,0.0636,0.95,,500,0.29,0.0001
637,MLP4,relu,Muon,MSELoss,0.0637,0.95,,500,0.28,0.0001
638,MLP4,relu,Muon,MSELoss,0.0638,0.95,,500,0.29,0.0001
639,MLP4,relu,Muon,MSELoss,0.0639,0.95,,500,0.3,0.0001
640,MLP4,relu,Muon,MSELoss,0.064,0.95,,500,0.27,0.0001
641,MLP4,relu,Muon,MSELoss,0.0641,0.95,,500,0.29,0.0001
642,MLP4,relu,Muon,MSELoss,0.0642,0.95,,500,0.29,0.0001
643,MLP4,relu,Muon,MSELoss,0.0643,0.95,,500,0.29,0.0001
644,MLP4,relu,Muon,MSELoss,0.0644,0.95,,500,0.28,0.0001
645,MLP4,relu,Muon,MSELoss,0.0645,0.95,,500,0.29,0.0001
646,MLP4,relu,Muon,MSELoss,0.0646,0.95,,500,0.28,0.0001
647,MLP4,relu,Muon,MSELoss,0.0647,0.95,,500,0.28,0.0001
648,MLP4,relu,Muon,MSELoss,0.0648,0.95,,500,0.28,0.0001
649,MLP4,relu,Muon,MSELoss,0.0649,0.95,,500,0.3,0.0001
650,MLP4,relu,Muon,MSELoss,0.065,0.95,,500,0.28,0.0001
651,MLP4,relu,Muon,MSELoss,0.0651,0.95,,500,0.28,0.0001
652,MLP4,relu,Muon,MSELoss,0.0652,0.95,,500,0.27,0.0001
653,MLP4,relu,Muon,MSELoss,0.0653,0.95,,500,0.29,0.0001
654,MLP4,relu,Muon,MSELoss,0.0654,0.95,,500,0.28,0.0001
655,MLP4,relu,Muon,MSELoss,0.0655,0.95,,500,0.29,0.0001
656,MLP4,relu,Muon,MSELoss,0.0656,0.95,,500,0.28,0.0001
657,MLP4,relu,Muon,MSELoss,0.0657,0.95,,500,0.29,0.0001
658,MLP4,relu,Muon,MSELoss,0.0658,0.95,,500,0.29,0.0001
659,MLP4,relu,Muon,MSELoss,0.0659,0.95,,500,0.28,0.0001
660,MLP4,relu,Muon,MSELoss,0.066,0.95,,500,0.27,0.0001
661,MLP4,relu,Muon,MSELoss,0.0661,0.95,,500,0.29,0.0001
662,MLP4,relu,Muon,MSELoss,0.0662,0.95,,500,0.29,0.0001
663,MLP4,relu,Muon,MSELoss,0.0663,0.95,,500,0.28,0.0001
664,MLP4,relu,Muon,MSELoss,0.0664,0.95,,500,0.28,0.0001
665,MLP4,relu,Muon,MSELoss,0.0665,0.95,,500,0.29,0.0001
666,MLP4,relu,Muon,MSELoss,0.0666,0.95,,500,0.28,0.0001
667,MLP4,relu,Muon,MSELoss,0.0667,0.95,,500,0.29,0.0001
668,MLP4,relu,Muon,MSELoss,0.0668,0.95,,500,0.28,0.0001
669,MLP4,relu,Muon,MSELoss,0.0669,0.95,,500,0.29,0.0001
670,MLP4,relu,Muon,MSELoss,0.067,0.95,,500,0.29,0.0001
671,MLP4,relu,Muon,MSELoss,0.0671,0.95,,500,0.29,0.0001
672,MLP4,relu,Muon,MSELoss,0.0672,0.95,,500,0.29,0.0001
673,MLP4,relu,Muon,MSELoss,0.0673,0.95,,500,0.29,0.0001
674,MLP4,relu,Muon,MSELoss,0.0674,0.95,,500,0.29,0.0001
675,MLP4,relu,Muon,MSELoss,0.0675,0.95,,500,0.28,0.0001
