model_id,model_type,activation_function,optimizer,criterion,learning_rate,beta1,beta2,num_epochs,time_minutes,learning_rate_adam
676,MLP4,relu,Muon,MSELoss,0.0676,0.95,,500,0.29,0.0001
677,MLP4,relu,Muon,MSELoss,0.0677,0.95,,500,0.29,0.0001
678,MLP4,relu,Muon,MSELoss,0.0678,0.95,,500,0.29,0.0001
679,MLP4,relu,Muon,MSELoss,0.0679,0.95,,500,0.29,0.0001
680,MLP4,relu,Muon,MSELoss,0.068,0.95,,500,0.3,0.0001
681,MLP4,relu,Muon,MSELoss,0.0681,0.95,,500,0.3,0.0001
682,MLP4,relu,Muon,MSELoss,0.0682,0.95,,500,0.28,0.0001
683,MLP4,relu,Muon,MSELoss,0.0683,0.95,,500,0.28,0.0001
684,MLP4,relu,Muon,MSELoss,0.0684,0.95,,500,0.29,0.0001
685,MLP4,relu,Muon,MSELoss,0.0685,0.95,,500,0.29,0.0001
686,MLP4,relu,Muon,MSELoss,0.0686,0.95,,500,0.28,0.0001
687,MLP4,relu,Muon,MSELoss,0.0687,0.95,,500,0.28,0.0001
688,MLP4,relu,Muon,MSELoss,0.0688,0.95,,500,0.29,0.0001
689,MLP4,relu,Muon,MSELoss,0.0689,0.95,,500,0.28,0.0001
690,MLP4,relu,Muon,MSELoss,0.069,0.95,,500,0.3,0.0001
691,MLP4,relu,Muon,MSELoss,0.0691,0.95,,500,0.28,0.0001
692,MLP4,relu,Muon,MSELoss,0.0692,0.95,,500,0.29,0.0001
693,MLP4,relu,Muon,MSELoss,0.0693,0.95,,500,0.27,0.0001
694,MLP4,relu,Muon,MSELoss,0.0694,0.95,,500,0.28,0.0001
695,MLP4,relu,Muon,MSELoss,0.0695,0.95,,500,0.29,0.0001
696,MLP4,relu,Muon,MSELoss,0.0696,0.95,,500,0.3,0.0001
697,MLP4,relu,Muon,MSELoss,0.0697,0.95,,500,0.3,0.0001
698,MLP4,relu,Muon,MSELoss,0.0698,0.95,,500,0.29,0.0001
699,MLP4,relu,Muon,MSELoss,0.0699,0.95,,500,0.29,0.0001
700,MLP4,relu,Muon,MSELoss,0.07,0.95,,500,0.3,0.0001
701,MLP4,relu,Muon,MSELoss,0.0701,0.95,,500,0.28,0.0001
702,MLP4,relu,Muon,MSELoss,0.0702,0.95,,500,0.29,0.0001
703,MLP4,relu,Muon,MSELoss,0.0703,0.95,,500,0.29,0.0001
704,MLP4,relu,Muon,MSELoss,0.0704,0.95,,500,0.29,0.0001
705,MLP4,relu,Muon,MSELoss,0.0705,0.95,,500,0.29,0.0001
706,MLP4,relu,Muon,MSELoss,0.0706,0.95,,500,0.29,0.0001
707,MLP4,relu,Muon,MSELoss,0.0707,0.95,,500,0.29,0.0001
708,MLP4,relu,Muon,MSELoss,0.0708,0.95,,500,0.3,0.0001
709,MLP4,relu,Muon,MSELoss,0.0709,0.95,,500,0.28,0.0001
710,MLP4,relu,Muon,MSELoss,0.071,0.95,,500,0.28,0.0001
711,MLP4,relu,Muon,MSELoss,0.0711,0.95,,500,0.28,0.0001
712,MLP4,relu,Muon,MSELoss,0.0712,0.95,,500,0.29,0.0001
713,MLP4,relu,Muon,MSELoss,0.0713,0.95,,500,0.3,0.0001
714,MLP4,relu,Muon,MSELoss,0.0714,0.95,,500,0.3,0.0001
715,MLP4,relu,Muon,MSELoss,0.0715,0.95,,500,0.3,0.0001
716,MLP4,relu,Muon,MSELoss,0.0716,0.95,,500,0.29,0.0001
717,MLP4,relu,Muon,MSELoss,0.0717,0.95,,500,0.28,0.0001
718,MLP4,relu,Muon,MSELoss,0.0718,0.95,,500,0.3,0.0001
719,MLP4,relu,Muon,MSELoss,0.0719,0.95,,500,0.28,0.0001
720,MLP4,relu,Muon,MSELoss,0.072,0.95,,500,0.29,0.0001
721,MLP4,relu,Muon,MSELoss,0.0721,0.95,,500,0.3,0.0001
722,MLP4,relu,Muon,MSELoss,0.0722,0.95,,500,0.29,0.0001
723,MLP4,relu,Muon,MSELoss,0.0723,0.95,,500,0.28,0.0001
724,MLP4,relu,Muon,MSELoss,0.0724,0.95,,500,0.29,0.0001
725,MLP4,relu,Muon,MSELoss,0.0725,0.95,,500,0.3,0.0001
726,MLP4,relu,Muon,MSELoss,0.0726,0.95,,500,0.28,0.0001
727,MLP4,relu,Muon,MSELoss,0.0727,0.95,,500,0.28,0.0001
728,MLP4,relu,Muon,MSELoss,0.0728,0.95,,500,0.28,0.0001
729,MLP4,relu,Muon,MSELoss,0.0729,0.95,,500,0.29,0.0001
730,MLP4,relu,Muon,MSELoss,0.073,0.95,,500,0.29,0.0001
731,MLP4,relu,Muon,MSELoss,0.0731,0.95,,500,0.3,0.0001
732,MLP4,relu,Muon,MSELoss,0.0732,0.95,,500,0.3,0.0001
733,MLP4,relu,Muon,MSELoss,0.0733,0.95,,500,0.27,0.0001
734,MLP4,relu,Muon,MSELoss,0.0734,0.95,,500,0.29,0.0001
735,MLP4,relu,Muon,MSELoss,0.0735,0.95,,500,0.29,0.0001
736,MLP4,relu,Muon,MSELoss,0.0736,0.95,,500,0.29,0.0001
737,MLP4,relu,Muon,MSELoss,0.0737,0.95,,500,0.29,0.0001
738,MLP4,relu,Muon,MSELoss,0.0738,0.95,,500,0.3,0.0001
739,MLP4,relu,Muon,MSELoss,0.0739,0.95,,500,0.3,0.0001
740,MLP4,relu,Muon,MSELoss,0.074,0.95,,500,0.29,0.0001
741,MLP4,relu,Muon,MSELoss,0.0741,0.95,,500,0.29,0.0001
742,MLP4,relu,Muon,MSELoss,0.0742,0.95,,500,0.29,0.0001
743,MLP4,relu,Muon,MSELoss,0.0743,0.95,,500,0.29,0.0001
744,MLP4,relu,Muon,MSELoss,0.0744,0.95,,500,0.29,0.0001
745,MLP4,relu,Muon,MSELoss,0.0745,0.95,,500,0.29,0.0001
746,MLP4,relu,Muon,MSELoss,0.0746,0.95,,500,0.3,0.0001
747,MLP4,relu,Muon,MSELoss,0.0747,0.95,,500,0.29,0.0001
748,MLP4,relu,Muon,MSELoss,0.0748,0.95,,500,0.29,0.0001
749,MLP4,relu,Muon,MSELoss,0.0749,0.95,,500,0.29,0.0001
750,MLP4,relu,Muon,MSELoss,0.075,0.95,,500,0.29,0.0001
751,MLP4,relu,Muon,MSELoss,0.0751,0.95,,500,0.29,0.0001
752,MLP4,relu,Muon,MSELoss,0.0752,0.95,,500,0.3,0.0001
753,MLP4,relu,Muon,MSELoss,0.0753,0.95,,500,0.28,0.0001
754,MLP4,relu,Muon,MSELoss,0.0754,0.95,,500,0.28,0.0001
755,MLP4,relu,Muon,MSELoss,0.0755,0.95,,500,0.29,0.0001
756,MLP4,relu,Muon,MSELoss,0.0756,0.95,,500,0.29,0.0001
757,MLP4,relu,Muon,MSELoss,0.0757,0.95,,500,0.29,0.0001
758,MLP4,relu,Muon,MSELoss,0.0758,0.95,,500,0.29,0.0001
759,MLP4,relu,Muon,MSELoss,0.0759,0.95,,500,0.29,0.0001
760,MLP4,relu,Muon,MSELoss,0.076,0.95,,500,0.29,0.0001
761,MLP4,relu,Muon,MSELoss,0.0761,0.95,,500,0.3,0.0001
762,MLP4,relu,Muon,MSELoss,0.0762,0.95,,500,0.28,0.0001
763,MLP4,relu,Muon,MSELoss,0.0763,0.95,,500,0.3,0.0001
764,MLP4,relu,Muon,MSELoss,0.0764,0.95,,500,0.29,0.0001
765,MLP4,relu,Muon,MSELoss,0.0765,0.95,,500,0.29,0.0001
766,MLP4,relu,Muon,MSELoss,0.0766,0.95,,500,0.3,0.0001
767,MLP4,relu,Muon,MSELoss,0.0767,0.95,,500,0.29,0.0001
768,MLP4,relu,Muon,MSELoss,0.0768,0.95,,500,0.27,0.0001
769,MLP4,relu,Muon,MSELoss,0.0769,0.95,,500,0.29,0.0001
770,MLP4,relu,Muon,MSELoss,0.077,0.95,,500,0.3,0.0001
771,MLP4,relu,Muon,MSELoss,0.0771,0.95,,500,0.29,0.0001
772,MLP4,relu,Muon,MSELoss,0.0772,0.95,,500,0.29,0.0001
773,MLP4,relu,Muon,MSELoss,0.0773,0.95,,500,0.29,0.0001
774,MLP4,relu,Muon,MSELoss,0.0774,0.95,,500,0.29,0.0001
775,MLP4,relu,Muon,MSELoss,0.0775,0.95,,500,0.28,0.0001
776,MLP4,relu,Muon,MSELoss,0.0776,0.95,,500,0.28,0.0001
777,MLP4,relu,Muon,MSELoss,0.0777,0.95,,500,0.28,0.0001
778,MLP4,relu,Muon,MSELoss,0.0778,0.95,,500,0.29,0.0001
779,MLP4,relu,Muon,MSELoss,0.0779,0.95,,500,0.3,0.0001
780,MLP4,relu,Muon,MSELoss,0.078,0.95,,500,0.29,0.0001
781,MLP4,relu,Muon,MSELoss,0.0781,0.95,,500,0.28,0.0001
782,MLP4,relu,Muon,MSELoss,0.0782,0.95,,500,0.28,0.0001
783,MLP4,relu,Muon,MSELoss,0.0783,0.95,,500,0.28,0.0001
784,MLP4,relu,Muon,MSELoss,0.0784,0.95,,500,0.29,0.0001
785,MLP4,relu,Muon,MSELoss,0.0785,0.95,,500,0.29,0.0001
786,MLP4,relu,Muon,MSELoss,0.0786,0.95,,500,0.29,0.0001
787,MLP4,relu,Muon,MSELoss,0.0787,0.95,,500,0.29,0.0001
788,MLP4,relu,Muon,MSELoss,0.0788,0.95,,500,0.29,0.0001
789,MLP4,relu,Muon,MSELoss,0.0789,0.95,,500,0.29,0.0001
790,MLP4,relu,Muon,MSELoss,0.079,0.95,,500,0.28,0.0001
791,MLP4,relu,Muon,MSELoss,0.0791,0.95,,500,0.28,0.0001
792,MLP4,relu,Muon,MSELoss,0.0792,0.95,,500,0.28,0.0001
793,MLP4,relu,Muon,MSELoss,0.0793,0.95,,500,0.28,0.0001
794,MLP4,relu,Muon,MSELoss,0.0794,0.95,,500,0.29,0.0001
795,MLP4,relu,Muon,MSELoss,0.0795,0.95,,500,0.29,0.0001
796,MLP4,relu,Muon,MSELoss,0.0796,0.95,,500,0.29,0.0001
797,MLP4,relu,Muon,MSELoss,0.0797,0.95,,500,0.29,0.0001
798,MLP4,relu,Muon,MSELoss,0.0798,0.95,,500,0.28,0.0001
799,MLP4,relu,Muon,MSELoss,0.0799,0.95,,500,0.27,0.0001
800,MLP4,relu,Muon,MSELoss,0.08,0.95,,500,0.29,0.0001
801,MLP4,relu,Muon,MSELoss,0.0801,0.95,,500,0.3,0.0001
802,MLP4,relu,Muon,MSELoss,0.0802,0.95,,500,0.29,0.0001
803,MLP4,relu,Muon,MSELoss,0.0803,0.95,,500,0.29,0.0001
804,MLP4,relu,Muon,MSELoss,0.0804,0.95,,500,0.28,0.0001
805,MLP4,relu,Muon,MSELoss,0.0805,0.95,,500,0.28,0.0001
806,MLP4,relu,Muon,MSELoss,0.0806,0.95,,500,0.3,0.0001
807,MLP4,relu,Muon,MSELoss,0.0807,0.95,,500,0.28,0.0001
808,MLP4,relu,Muon,MSELoss,0.0808,0.95,,500,0.28,0.0001
809,MLP4,relu,Muon,MSELoss,0.0809,0.95,,500,0.28,0.0001
810,MLP4,relu,Muon,MSELoss,0.081,0.95,,500,0.29,0.0001
811,MLP4,relu,Muon,MSELoss,0.0811,0.95,,500,0.28,0.0001
812,MLP4,relu,Muon,MSELoss,0.0812,0.95,,500,0.29,0.0001
813,MLP4,relu,Muon,MSELoss,0.0813,0.95,,500,0.28,0.0001
814,MLP4,relu,Muon,MSELoss,0.0814,0.95,,500,0.29,0.0001
815,MLP4,relu,Muon,MSELoss,0.0815,0.95,,500,0.28,0.0001
816,MLP4,relu,Muon,MSELoss,0.0816,0.95,,500,0.27,0.0001
817,MLP4,relu,Muon,MSELoss,0.0817,0.95,,500,0.29,0.0001
818,MLP4,relu,Muon,MSELoss,0.0818,0.95,,500,0.29,0.0001
819,MLP4,relu,Muon,MSELoss,0.0819,0.95,,500,0.27,0.0001
820,MLP4,relu,Muon,MSELoss,0.082,0.95,,500,0.29,0.0001
821,MLP4,relu,Muon,MSELoss,0.0821,0.95,,500,0.29,0.0001
822,MLP4,relu,Muon,MSELoss,0.0822,0.95,,500,0.29,0.0001
823,MLP4,relu,Muon,MSELoss,0.0823,0.95,,500,0.29,0.0001
824,MLP4,relu,Muon,MSELoss,0.0824,0.95,,500,0.27,0.0001
825,MLP4,relu,Muon,MSELoss,0.0825,0.95,,500,0.29,0.0001
826,MLP4,relu,Muon,MSELoss,0.0826,0.95,,500,0.29,0.0001
827,MLP4,relu,Muon,MSELoss,0.0827,0.95,,500,0.28,0.0001
828,MLP4,relu,Muon,MSELoss,0.0828,0.95,,500,0.28,0.0001
829,MLP4,relu,Muon,MSELoss,0.0829,0.95,,500,0.29,0.0001
830,MLP4,relu,Muon,MSELoss,0.083,0.95,,500,0.29,0.0001
831,MLP4,relu,Muon,MSELoss,0.0831,0.95,,500,0.27,0.0001
832,MLP4,relu,Muon,MSELoss,0.0832,0.95,,500,0.29,0.0001
833,MLP4,relu,Muon,MSELoss,0.0833,0.95,,500,0.3,0.0001
834,MLP4,relu,Muon,MSELoss,0.0834,0.95,,500,0.28,0.0001
835,MLP4,relu,Muon,MSELoss,0.0835,0.95,,500,0.29,0.0001
836,MLP4,relu,Muon,MSELoss,0.0836,0.95,,500,0.28,0.0001
837,MLP4,relu,Muon,MSELoss,0.0837,0.95,,500,0.29,0.0001
838,MLP4,relu,Muon,MSELoss,0.0838,0.95,,500,0.29,0.0001
839,MLP4,relu,Muon,MSELoss,0.0839,0.95,,500,0.29,0.0001
840,MLP4,relu,Muon,MSELoss,0.084,0.95,,500,0.29,0.0001
841,MLP4,relu,Muon,MSELoss,0.0841,0.95,,500,0.29,0.0001
842,MLP4,relu,Muon,MSELoss,0.0842,0.95,,500,0.28,0.0001
843,MLP4,relu,Muon,MSELoss,0.0843,0.95,,500,0.28,0.0001
844,MLP4,relu,Muon,MSELoss,0.0844,0.95,,500,0.29,0.0001
845,MLP4,relu,Muon,MSELoss,0.0845,0.95,,500,0.36,0.0001
846,MLP4,relu,Muon,MSELoss,0.0846,0.95,,500,0.37,0.0001
847,MLP4,relu,Muon,MSELoss,0.0847,0.95,,500,0.37,0.0001
848,MLP4,relu,Muon,MSELoss,0.0848,0.95,,500,0.27,0.0001
849,MLP4,relu,Muon,MSELoss,0.0849,0.95,,500,0.27,0.0001
850,MLP4,relu,Muon,MSELoss,0.085,0.95,,500,0.27,0.0001
851,MLP4,relu,Muon,MSELoss,0.0851,0.95,,500,0.26,0.0001
852,MLP4,relu,Muon,MSELoss,0.0852,0.95,,500,0.27,0.0001
853,MLP4,relu,Muon,MSELoss,0.0853,0.95,,500,0.27,0.0001
854,MLP4,relu,Muon,MSELoss,0.0854,0.95,,500,0.27,0.0001
855,MLP4,relu,Muon,MSELoss,0.0855,0.95,,500,0.28,0.0001
856,MLP4,relu,Muon,MSELoss,0.0856,0.95,,500,0.28,0.0001
857,MLP4,relu,Muon,MSELoss,0.0857,0.95,,500,0.27,0.0001
858,MLP4,relu,Muon,MSELoss,0.0858,0.95,,500,0.27,0.0001
859,MLP4,relu,Muon,MSELoss,0.0859,0.95,,500,0.28,0.0001
860,MLP4,relu,Muon,MSELoss,0.086,0.95,,500,0.27,0.0001
861,MLP4,relu,Muon,MSELoss,0.0861,0.95,,500,0.28,0.0001
862,MLP4,relu,Muon,MSELoss,0.0862,0.95,,500,0.28,0.0001
863,MLP4,relu,Muon,MSELoss,0.0863,0.95,,500,0.31,0.0001
864,MLP4,relu,Muon,MSELoss,0.0864,0.95,,500,0.31,0.0001
865,MLP4,relu,Muon,MSELoss,0.0865,0.95,,500,0.32,0.0001
866,MLP4,relu,Muon,MSELoss,0.0866,0.95,,500,0.36,0.0001
867,MLP4,relu,Muon,MSELoss,0.0867,0.95,,500,0.34,0.0001
868,MLP4,relu,Muon,MSELoss,0.0868,0.95,,500,0.28,0.0001
869,MLP4,relu,Muon,MSELoss,0.0869,0.95,,500,0.27,0.0001
870,MLP4,relu,Muon,MSELoss,0.087,0.95,,500,0.27,0.0001
871,MLP4,relu,Muon,MSELoss,0.0871,0.95,,500,0.28,0.0001
872,MLP4,relu,Muon,MSELoss,0.0872,0.95,,500,0.28,0.0001
873,MLP4,relu,Muon,MSELoss,0.0873,0.95,,500,0.27,0.0001
874,MLP4,relu,Muon,MSELoss,0.0874,0.95,,500,0.28,0.0001
875,MLP4,relu,Muon,MSELoss,0.0875,0.95,,500,0.28,0.0001
876,MLP4,relu,Muon,MSELoss,0.0876,0.95,,500,0.28,0.0001
877,MLP4,relu,Muon,MSELoss,0.0877,0.95,,500,0.27,0.0001
878,MLP4,relu,Muon,MSELoss,0.0878,0.95,,500,0.28,0.0001
879,MLP4,relu,Muon,MSELoss,0.0879,0.95,,500,0.27,0.0001
880,MLP4,relu,Muon,MSELoss,0.088,0.95,,500,0.27,0.0001
881,MLP4,relu,Muon,MSELoss,0.0881,0.95,,500,0.29,0.0001
882,MLP4,relu,Muon,MSELoss,0.0882,0.95,,500,0.29,0.0001
883,MLP4,relu,Muon,MSELoss,0.0883,0.95,,500,0.28,0.0001
884,MLP4,relu,Muon,MSELoss,0.0884,0.95,,500,0.37,0.0001
885,MLP4,relu,Muon,MSELoss,0.0885,0.95,,500,0.36,0.0001
886,MLP4,relu,Muon,MSELoss,0.0886,0.95,,500,0.37,0.0001
887,MLP4,relu,Muon,MSELoss,0.0887,0.95,,500,0.33,0.0001
888,MLP4,relu,Muon,MSELoss,0.0888,0.95,,500,0.28,0.0001
889,MLP4,relu,Muon,MSELoss,0.0889,0.95,,500,0.28,0.0001
890,MLP4,relu,Muon,MSELoss,0.089,0.95,,500,0.28,0.0001
891,MLP4,relu,Muon,MSELoss,0.0891,0.95,,500,0.27,0.0001
892,MLP4,relu,Muon,MSELoss,0.0892,0.95,,500,0.28,0.0001
893,MLP4,relu,Muon,MSELoss,0.0893,0.95,,500,0.28,0.0001
894,MLP4,relu,Muon,MSELoss,0.0894,0.95,,500,0.28,0.0001
895,MLP4,relu,Muon,MSELoss,0.0895,0.95,,500,0.37,0.0001
896,MLP4,relu,Muon,MSELoss,0.0896,0.95,,500,0.28,0.0001
897,MLP4,relu,Muon,MSELoss,0.0897,0.95,,500,0.28,0.0001
898,MLP4,relu,Muon,MSELoss,0.0898,0.95,,500,0.28,0.0001
899,MLP4,relu,Muon,MSELoss,0.0899,0.95,,500,0.28,0.0001
900,MLP4,relu,Muon,MSELoss,0.09,0.95,,500,0.27,0.0001
901,MLP4,relu,Muon,MSELoss,0.0901,0.95,,500,0.28,0.0001
902,MLP4,relu,Muon,MSELoss,0.0902,0.95,,500,0.27,0.0001
903,MLP4,relu,Muon,MSELoss,0.0903,0.95,,500,0.27,0.0001
904,MLP4,relu,Muon,MSELoss,0.0904,0.95,,500,0.27,0.0001
905,MLP4,relu,Muon,MSELoss,0.0905,0.95,,500,0.27,0.0001
906,MLP4,relu,Muon,MSELoss,0.0906,0.95,,500,0.27,0.0001
907,MLP4,relu,Muon,MSELoss,0.0907,0.95,,500,0.27,0.0001
908,MLP4,relu,Muon,MSELoss,0.0908,0.95,,500,0.28,0.0001
909,MLP4,relu,Muon,MSELoss,0.0909,0.95,,500,0.28,0.0001
910,MLP4,relu,Muon,MSELoss,0.091,0.95,,500,0.27,0.0001
911,MLP4,relu,Muon,MSELoss,0.0911,0.95,,500,0.3,0.0001
912,MLP4,relu,Muon,MSELoss,0.0912,0.95,,500,0.27,0.0001
913,MLP4,relu,Muon,MSELoss,0.0913,0.95,,500,0.28,0.0001
914,MLP4,relu,Muon,MSELoss,0.0914,0.95,,500,0.28,0.0001
915,MLP4,relu,Muon,MSELoss,0.0915,0.95,,500,0.28,0.0001
916,MLP4,relu,Muon,MSELoss,0.0916,0.95,,500,0.29,0.0001
917,MLP4,relu,Muon,MSELoss,0.0917,0.95,,500,0.27,0.0001
918,MLP4,relu,Muon,MSELoss,0.0918,0.95,,500,0.29,0.0001
919,MLP4,relu,Muon,MSELoss,0.0919,0.95,,500,0.27,0.0001
920,MLP4,relu,Muon,MSELoss,0.092,0.95,,500,0.29,0.0001
921,MLP4,relu,Muon,MSELoss,0.0921,0.95,,500,0.27,0.0001
922,MLP4,relu,Muon,MSELoss,0.0922,0.95,,500,0.29,0.0001
923,MLP4,relu,Muon,MSELoss,0.0923,0.95,,500,0.29,0.0001
924,MLP4,relu,Muon,MSELoss,0.0924,0.95,,500,0.28,0.0001
925,MLP4,relu,Muon,MSELoss,0.0925,0.95,,500,0.28,0.0001
926,MLP4,relu,Muon,MSELoss,0.0926,0.95,,500,0.29,0.0001
927,MLP4,relu,Muon,MSELoss,0.0927,0.95,,500,0.29,0.0001
928,MLP4,relu,Muon,MSELoss,0.0928,0.95,,500,0.29,0.0001
929,MLP4,relu,Muon,MSELoss,0.0929,0.95,,500,0.29,0.0001
930,MLP4,relu,Muon,MSELoss,0.093,0.95,,500,0.31,0.0001
931,MLP4,relu,Muon,MSELoss,0.0931,0.95,,500,0.31,0.0001
932,MLP4,relu,Muon,MSELoss,0.0932,0.95,,500,0.28,0.0001
933,MLP4,relu,Muon,MSELoss,0.0933,0.95,,500,0.27,0.0001
934,MLP4,relu,Muon,MSELoss,0.0934,0.95,,500,0.27,0.0001
935,MLP4,relu,Muon,MSELoss,0.0935,0.95,,500,0.28,0.0001
936,MLP4,relu,Muon,MSELoss,0.0936,0.95,,500,0.36,0.0001
937,MLP4,relu,Muon,MSELoss,0.0937,0.95,,500,0.31,0.0001
938,MLP4,relu,Muon,MSELoss,0.0938,0.95,,500,0.35,0.0001
939,MLP4,relu,Muon,MSELoss,0.0939,0.95,,500,0.36,0.0001
940,MLP4,relu,Muon,MSELoss,0.094,0.95,,500,0.36,0.0001
941,MLP4,relu,Muon,MSELoss,0.0941,0.95,,500,0.33,0.0001
942,MLP4,relu,Muon,MSELoss,0.0942,0.95,,500,0.28,0.0001
943,MLP4,relu,Muon,MSELoss,0.0943,0.95,,500,0.28,0.0001
944,MLP4,relu,Muon,MSELoss,0.0944,0.95,,500,0.28,0.0001
945,MLP4,relu,Muon,MSELoss,0.0945,0.95,,500,0.36,0.0001
946,MLP4,relu,Muon,MSELoss,0.0946,0.95,,500,0.27,0.0001
947,MLP4,relu,Muon,MSELoss,0.0947,0.95,,500,0.28,0.0001
948,MLP4,relu,Muon,MSELoss,0.0948,0.95,,500,0.29,0.0001
949,MLP4,relu,Muon,MSELoss,0.0949,0.95,,500,0.36,0.0001
950,MLP4,relu,Muon,MSELoss,0.095,0.95,,500,0.38,0.0001
951,MLP4,relu,Muon,MSELoss,0.0951,0.95,,500,0.37,0.0001
952,MLP4,relu,Muon,MSELoss,0.0952,0.95,,500,0.27,0.0001
953,MLP4,relu,Muon,MSELoss,0.0953,0.95,,500,0.27,0.0001
954,MLP4,relu,Muon,MSELoss,0.0954,0.95,,500,0.28,0.0001
955,MLP4,relu,Muon,MSELoss,0.0955,0.95,,500,0.28,0.0001
956,MLP4,relu,Muon,MSELoss,0.0956,0.95,,500,0.28,0.0001
957,MLP4,relu,Muon,MSELoss,0.0957,0.95,,500,0.27,0.0001
958,MLP4,relu,Muon,MSELoss,0.0958,0.95,,500,0.27,0.0001
959,MLP4,relu,Muon,MSELoss,0.0959,0.95,,500,0.27,0.0001
960,MLP4,relu,Muon,MSELoss,0.096,0.95,,500,0.28,0.0001
961,MLP4,relu,Muon,MSELoss,0.0961,0.95,,500,0.27,0.0001
962,MLP4,relu,Muon,MSELoss,0.0962,0.95,,500,0.28,0.0001
963,MLP4,relu,Muon,MSELoss,0.0963,0.95,,500,0.28,0.0001
964,MLP4,relu,Muon,MSELoss,0.0964,0.95,,500,0.27,0.0001
965,MLP4,relu,Muon,MSELoss,0.0965,0.95,,500,0.27,0.0001
966,MLP4,relu,Muon,MSELoss,0.0966,0.95,,500,0.28,0.0001
967,MLP4,relu,Muon,MSELoss,0.0967,0.95,,500,0.27,0.0001
968,MLP4,relu,Muon,MSELoss,0.0968,0.95,,500,0.28,0.0001
969,MLP4,relu,Muon,MSELoss,0.0969,0.95,,500,0.37,0.0001
970,MLP4,relu,Muon,MSELoss,0.097,0.95,,500,0.35,0.0001
971,MLP4,relu,Muon,MSELoss,0.0971,0.95,,500,0.37,0.0001
972,MLP4,relu,Muon,MSELoss,0.0972,0.95,,500,0.36,0.0001
973,MLP4,relu,Muon,MSELoss,0.0973,0.95,,500,0.33,0.0001
974,MLP4,relu,Muon,MSELoss,0.0974,0.95,,500,0.31,0.0001
975,MLP4,relu,Muon,MSELoss,0.0975,0.95,,500,0.28,0.0001
976,MLP4,relu,Muon,MSELoss,0.0976,0.95,,500,0.26,0.0001
977,MLP4,relu,Muon,MSELoss,0.0977,0.95,,500,0.28,0.0001
978,MLP4,relu,Muon,MSELoss,0.0978,0.95,,500,0.29,0.0001
979,MLP4,relu,Muon,MSELoss,0.0979,0.95,,500,0.33,0.0001
980,MLP4,relu,Muon,MSELoss,0.098,0.95,,500,0.36,0.0001
981,MLP4,relu,Muon,MSELoss,0.0981,0.95,,500,0.34,0.0001
982,MLP4,relu,Muon,MSELoss,0.0982,0.95,,500,0.31,0.0001
983,MLP4,relu,Muon,MSELoss,0.0983,0.95,,500,0.28,0.0001
984,MLP4,relu,Muon,MSELoss,0.0984,0.95,,500,0.27,0.0001
985,MLP4,relu,Muon,MSELoss,0.0985,0.95,,500,0.28,0.0001
986,MLP4,relu,Muon,MSELoss,0.0986,0.95,,500,0.28,0.0001
987,MLP4,relu,Muon,MSELoss,0.0987,0.95,,500,0.28,0.0001
988,MLP4,relu,Muon,MSELoss,0.0988,0.95,,500,0.28,0.0001
989,MLP4,relu,Muon,MSELoss,0.0989,0.95,,500,0.28,0.0001
990,MLP4,relu,Muon,MSELoss,0.099,0.95,,500,0.27,0.0001
991,MLP4,relu,Muon,MSELoss,0.0991,0.95,,500,0.3,0.0001
992,MLP4,relu,Muon,MSELoss,0.0992,0.95,,500,0.32,0.0001
993,MLP4,relu,Muon,MSELoss,0.0993,0.95,,500,0.35,0.0001
994,MLP4,relu,Muon,MSELoss,0.0994,0.95,,500,0.37,0.0001
995,MLP4,relu,Muon,MSELoss,0.0995,0.95,,500,0.31,0.0001
996,MLP4,relu,Muon,MSELoss,0.0996,0.95,,500,0.29,0.0001
997,MLP4,relu,Muon,MSELoss,0.0997,0.95,,500,0.28,0.0001
998,MLP4,relu,Muon,MSELoss,0.0998,0.95,,500,0.28,0.0001
999,MLP4,relu,Muon,MSELoss,0.0999,0.95,,500,0.28,0.0001
1000,MLP4,relu,Muon,MSELoss,0.1,0.95,,500,0.27,0.0001
1001,MLP4,relu,Muon,MSELoss,0.0001,0.95,,500,0.23,0.0003
1002,MLP4,relu,Muon,MSELoss,0.0002,0.95,,500,0.25,0.0003
1003,MLP4,relu,Muon,MSELoss,0.0003,0.95,,500,0.26,0.0003
1004,MLP4,relu,Muon,MSELoss,0.0004,0.95,,500,0.25,0.0003
1005,MLP4,relu,Muon,MSELoss,0.0005,0.95,,500,0.24,0.0003
1006,MLP4,relu,Muon,MSELoss,0.0006,0.95,,500,0.26,0.0003
1007,MLP4,relu,Muon,MSELoss,0.0007,0.95,,500,0.26,0.0003
1008,MLP4,relu,Muon,MSELoss,0.0008,0.95,,500,0.29,0.0003
1009,MLP4,relu,Muon,MSELoss,0.0009,0.95,,500,0.26,0.0003
1010,MLP4,relu,Muon,MSELoss,0.001,0.95,,500,0.24,0.0003
1011,MLP4,relu,Muon,MSELoss,0.0011,0.95,,500,0.24,0.0003
1012,MLP4,relu,Muon,MSELoss,0.0012,0.95,,500,0.27,0.0003
1013,MLP4,relu,Muon,MSELoss,0.0013,0.95,,500,0.25,0.0003
1014,MLP4,relu,Muon,MSELoss,0.0014,0.95,,500,0.26,0.0003
1015,MLP4,relu,Muon,MSELoss,0.0015,0.95,,500,0.26,0.0003
