step,train_loss,train_acc,test_acc,lambda_H,lambda_A,grad_norm
0,2.2908756732940674,0.14285999536514282,0.13819999992847443,19.693077087402344,568646.625,1.6242934465408325
1,2.2373697757720947,0.1862799972295761,0.18299999833106995,,,1.4127979278564453
2,2.1896474361419678,0.2125599980354309,0.2087000012397766,,,1.1571743488311768
3,2.1495540142059326,0.2339800000190735,0.22599999606609344,,,0.949277400970459
4,2.1157920360565186,0.24973998963832855,0.24289999902248383,,,0.8092912435531616
5,2.0868453979492188,0.2642599940299988,0.25859999656677246,14.408638954162598,87288.6875,0.7146234512329102
6,2.061544179916382,0.2777000069618225,0.2724999785423279,,,0.6462714672088623
7,2.0390701293945312,0.2883000075817108,0.2833999991416931,,,0.5931037068367004
8,2.018866777420044,0.2967599928379059,0.290800005197525,,,0.5490734577178955
9,2.00055193901062,0.30427998304367065,0.29809999465942383,,,0.511494517326355
10,1.9838223457336426,0.3109799921512604,0.3025999963283539,13.234292030334473,64747.87890625,0.479497492313385
11,1.968420147895813,0.3171599805355072,0.31039997935295105,,,0.4527832567691803
12,1.954121708869934,0.3211999833583832,0.31790000200271606,,,0.43060266971588135
13,1.9407620429992676,0.326119989156723,0.32330000400543213,,,0.411281943321228
14,1.9282569885253906,0.33197999000549316,0.32919999957084656,,,0.3927208483219147
15,1.9165934324264526,0.33789998292922974,0.3328999876976013,15.236987113952637,59839.703125,0.37343713641166687
16,1.905799388885498,0.34199997782707214,0.33809998631477356,,,0.35328221321105957
17,1.8958991765975952,0.34623998403549194,0.33949998021125793,,,0.33333835005760193
18,1.8868837356567383,0.3490599989891052,0.3425000011920929,,,0.3151169419288635
19,1.8786916732788086,0.3513999879360199,0.34549999237060547,,,0.2996264398097992
20,1.8712204694747925,0.35343998670578003,0.3480999767780304,16.985191345214844,62201.5703125,0.28702157735824585
21,1.864335298538208,0.3569599986076355,0.35169997811317444,,,0.2770530581474304
22,1.8578826189041138,0.35975998640060425,0.3538999855518341,,,0.2696336507797241
23,1.8517093658447266,0.3624599874019623,0.3561999797821045,,,0.2646774351596832
24,1.845685601234436,0.36489999294281006,0.35920000076293945,,,0.2613697052001953
25,1.8397334814071655,0.3674199879169464,0.36159998178482056,19.09377098083496,69704.6328125,0.25796574354171753
26,1.8338452577590942,0.3690599799156189,0.36409997940063477,,,0.2526921033859253
27,1.8280705213546753,0.3709999918937683,0.3650999963283539,,,0.24498412013053894
28,1.8224743604660034,0.37331998348236084,0.3671000003814697,,,0.23591762781143188
29,1.8171017169952393,0.3746199905872345,0.3698999881744385,,,0.22742588818073273
30,1.8119560480117798,0.37651997804641724,0.37219998240470886,20.94198989868164,73291.5078125,0.22087328135967255
31,1.8070108890533447,0.3786599934101105,0.3755999803543091,,,0.21617358922958374
32,1.8022360801696777,0.3813999891281128,0.3774999976158142,,,0.2121899425983429
33,1.797614336013794,0.38349997997283936,0.38019999861717224,,,0.20787735283374786
34,1.7931429147720337,0.38589999079704285,0.38109999895095825,,,0.20309624075889587
35,1.7888227701187134,0.3889999985694885,0.38269999623298645,22.4155330657959,80826.6640625,0.1985878050327301
36,1.784641146659851,0.390859991312027,0.38519999384880066,,,0.1952725052833557
37,1.7805702686309814,0.39253997802734375,0.38749998807907104,,,0.1934473216533661
38,1.776580572128296,0.3945799767971039,0.3889999985694885,,,0.1925402283668518
39,1.7726503610610962,0.3959999978542328,0.3893999755382538,,,0.19156555831432343
40,1.768776535987854,0.39795997738838196,0.39159998297691345,23.919204711914062,87738.5625,0.18977127969264984
41,1.7649707794189453,0.39931997656822205,0.39229997992515564,,,0.18698646128177643
42,1.7612494230270386,0.3999599814414978,0.39319998025894165,,,0.18363156914710999
43,1.7576225996017456,0.4008199870586395,0.3960999846458435,,,0.18052498996257782
44,1.7540853023529053,0.40257999300956726,0.3971000015735626,,,0.17847195267677307
45,1.7506171464920044,0.40351998805999756,0.39739999175071716,25.8150634765625,96554.4375,0.17767861485481262
46,1.7471976280212402,0.40473997592926025,0.3992999792098999,,,0.17746029794216156
47,1.7438149452209473,0.40601998567581177,0.4008999764919281,,,0.17675404250621796
48,1.7404723167419434,0.407039999961853,0.4016999900341034,,,0.17508649826049805
49,1.7371749877929688,0.40814000368118286,0.40230000019073486,,,0.1729404181241989
50,1.7339258193969727,0.4093399941921234,0.4032999873161316,27.413373947143555,105019.5703125,0.1710602343082428
51,1.7307243347167969,0.41043999791145325,0.4043999910354614,,,0.16958065330982208
52,1.7275681495666504,0.4114999771118164,0.40639999508857727,,,0.16812899708747864
53,1.7244573831558228,0.4127199947834015,0.4066999852657318,,,0.16659799218177795
54,1.721387505531311,0.4136999845504761,0.406499981880188,,,0.16532234847545624
55,1.7183500528335571,0.4151799976825714,0.40779998898506165,29.025110244750977,110187.1796875,0.16445878148078918
56,1.7153387069702148,0.4163399934768677,0.409199982881546,,,0.16366824507713318
57,1.7123560905456543,0.4176599979400635,0.41009998321533203,,,0.16261866688728333
58,1.7094038724899292,0.4186199903488159,0.41110000014305115,,,0.16141867637634277
59,1.7064851522445679,0.4194599986076355,0.4114999771118164,,,0.16033220291137695
60,1.7036000490188599,0.42051997780799866,0.41130000352859497,30.540760040283203,130549.8515625,0.15938828885555267
61,1.7007498741149902,0.42170000076293945,0.412200003862381,,,0.15848791599273682
62,1.697932481765747,0.4225199818611145,0.41349998116493225,,,0.15762439370155334
63,1.695146083831787,0.42339998483657837,0.41449999809265137,,,0.15683041512966156
64,1.6923884153366089,0.42409998178482056,0.41579997539520264,,,0.15613120794296265
65,1.68965482711792,0.42493999004364014,0.41669997572898865,32.352569580078125,148654.765625,0.15555280447006226
66,1.6869432926177979,0.42583999037742615,0.4163999855518341,,,0.15492740273475647
67,1.6842565536499023,0.4265599846839905,0.41689997911453247,,,0.1539521962404251
68,1.681596040725708,0.42729997634887695,0.41689997911453247,,,0.1527692973613739
69,1.678963303565979,0.4283999800682068,0.4174000024795532,,,0.15197132527828217
70,1.6763495206832886,0.4290199875831604,0.4177999794483185,36.96609878540039,166197.1875,0.15168559551239014
71,1.6737525463104248,0.43004000186920166,0.41830000281333923,,,0.15137356519699097
72,1.6711721420288086,0.4307200014591217,0.41929998993873596,,,0.15073047578334808
73,1.6686103343963623,0.4316999912261963,0.4203999936580658,,,0.14997394382953644
74,1.6660678386688232,0.4326799809932709,0.42080000042915344,,,0.14933116734027863
75,1.6635444164276123,0.4332199990749359,0.421099990606308,40.91599655151367,185315.015625,0.14887556433677673
76,1.661036729812622,0.43445998430252075,0.42239999771118164,,,0.14856217801570892
77,1.658544659614563,0.4351799786090851,0.4227999746799469,,,0.14821940660476685
78,1.6560667753219604,0.4362799823284149,0.4244000017642975,,,0.14782579243183136
79,1.6536024808883667,0.4372999966144562,0.4253000020980835,,,0.1474749743938446
80,1.6511520147323608,0.4379599988460541,0.42569997906684875,44.551578521728516,204921.46875,0.1470727175474167
81,1.6487150192260742,0.4387199878692627,0.42569997906684875,,,0.1466151773929596
82,1.6462899446487427,0.4396999776363373,0.42639997601509094,,,0.14627662301063538
83,1.6438769102096558,0.44077998399734497,0.4262999892234802,,,0.1460055708885193
84,1.6414728164672852,0.4414999783039093,0.4269999861717224,,,0.14568817615509033
85,1.639077067375183,0.44251999258995056,0.4274999797344208,48.05009841918945,225053.296875,0.14535365998744965
86,1.63668954372406,0.44336000084877014,0.4274999797344208,,,0.1449967920780182
87,1.6343104839324951,0.4443399906158447,0.4274999797344208,,,0.14467673003673553
88,1.6319373846054077,0.4451799988746643,0.42729997634887695,,,0.14443714916706085
89,1.6295700073242188,0.4461999833583832,0.42739999294281006,,,0.14418791234493256
90,1.6272069215774536,0.4469600021839142,0.42739999294281006,51.54588317871094,246151.25,0.14394740760326385
91,1.6248475313186646,0.4477599859237671,0.4284999966621399,,,0.14372360706329346
92,1.6224915981292725,0.4485199749469757,0.42899999022483826,,,0.14346715807914734
93,1.620138168334961,0.44895997643470764,0.4287000000476837,,,0.14323316514492035
94,1.6177878379821777,0.4500199854373932,0.42969998717308044,,,0.14301535487174988
95,1.6154385805130005,0.45080000162124634,0.4296000003814697,55.04121398925781,268242.0,0.142794668674469
96,1.6130907535552979,0.4519200026988983,0.42989999055862427,,,0.14258091151714325
97,1.6107443571090698,0.4528200030326843,0.4310999810695648,,,0.14236736297607422
98,1.6083989143371582,0.4540199935436249,0.43209999799728394,,,0.14219912886619568
99,1.6060537099838257,0.4547399878501892,0.43289998173713684,,,0.14204023778438568
100,1.6037087440490723,0.4553000032901764,0.4332999885082245,58.754112243652344,292388.0625,0.1418587565422058
101,1.6013628244400024,0.4563799798488617,0.43369999527931213,,,0.1416620910167694
102,1.5990171432495117,0.4572399854660034,0.4332999885082245,,,0.14144223928451538
103,1.5966709852218628,0.4583599865436554,0.4341000020503998,,,0.141238272190094
104,1.5943245887756348,0.4591600000858307,0.43479999899864197,,,0.14103855192661285
105,1.5919768810272217,0.45993998646736145,0.4357999861240387,62.730018615722656,318794.25,0.14084792137145996
106,1.5896283388137817,0.4605199992656708,0.4357999861240387,,,0.14066152274608612
107,1.5872787237167358,0.4612399935722351,0.43619999289512634,,,0.14047691226005554
108,1.5849272012710571,0.46201997995376587,0.43609997630119324,,,0.14030316472053528
109,1.5825753211975098,0.4626399874687195,0.4357999861240387,,,0.140117809176445
110,1.5802205801010132,0.4635399878025055,0.4359000027179718,67.10047912597656,348305.53125,0.13993500173091888
111,1.5778653621673584,0.4643999934196472,0.43539997935295105,,,0.13975730538368225
112,1.5755081176757812,0.4655799865722656,0.4350000023841858,,,0.1395934671163559
113,1.5731487274169922,0.46625998616218567,0.43639999628067017,,,0.13942454755306244
114,1.5707881450653076,0.4670199751853943,0.4368000030517578,,,0.1392650604248047
115,1.5684248208999634,0.46769997477531433,0.43709999322891235,71.91902923583984,381359.09375,0.13911448419094086
116,1.5660592317581177,0.46855998039245605,0.4375999867916107,,,0.13895994424819946
117,1.5636916160583496,0.4693000018596649,0.4382999837398529,,,0.1387912482023239
118,1.56132173538208,0.4702799916267395,0.439300000667572,,,0.13862915337085724
119,1.5589492321014404,0.47085997462272644,0.43959999084472656,,,0.13847309350967407
120,1.5565736293792725,0.4716399908065796,0.4396999776363373,77.229736328125,418290.75,0.1383209079504013
121,1.5541952848434448,0.47237998247146606,0.4400999844074249,,,0.13816924393177032
122,1.5518141984939575,0.47314000129699707,0.44099998474121094,,,0.13802160322666168
123,1.5494298934936523,0.47415998578071594,0.4413999915122986,,,0.13787735998630524
124,1.5470423698425293,0.4755399823188782,0.4412999749183655,,,0.13773685693740845
125,1.5446523427963257,0.4763599932193756,0.4421999752521515,83.07205200195312,459420.0,0.13758589327335358
126,1.5422576665878296,0.47699999809265137,0.4431999921798706,,,0.13743644952774048
127,1.539859652519226,0.4777999818325043,0.44369998574256897,,,0.13729453086853027
128,1.5374579429626465,0.4785600006580353,0.4438999891281128,,,0.13715071976184845
129,1.5350521802902222,0.47975999116897583,0.4439999759197235,,,0.13700036704540253
130,1.5326423645019531,0.4805399775505066,0.44429999589920044,89.438720703125,504870.75,0.13685669004917145
131,1.5302282571792603,0.48159998655319214,0.4447999894618988,,,0.13672015070915222
132,1.5278100967407227,0.48253998160362244,0.44519999623298645,,,0.1365818977355957
133,1.5253866910934448,0.48333999514579773,0.44529998302459717,,,0.13644707202911377
134,1.5229586362838745,0.48399999737739563,0.445499986410141,,,0.13631470501422882
135,1.5205260515213013,0.48471999168395996,0.4453999996185303,96.33682250976562,554840.3125,0.13618306815624237
136,1.5180879831314087,0.48565998673439026,0.4453999996185303,,,0.13605521619319916
137,1.5156444311141968,0.48646000027656555,0.445499986410141,,,0.13593126833438873
138,1.5131959915161133,0.4873199760913849,0.4456000030040741,,,0.13580970466136932
139,1.5107409954071045,0.4879399836063385,0.44609999656677246,,,0.1356891244649887
140,1.5082811117172241,0.4889799952507019,0.44679999351501465,103.76061248779297,609417.1875,0.13557155430316925
141,1.505814552307129,0.4899199903011322,0.447299987077713,,,0.1354556828737259
142,1.503341555595398,0.49069997668266296,0.4470999836921692,,,0.13534493744373322
143,1.5008620023727417,0.49153998494148254,0.4472000002861023,,,0.13524305820465088
144,1.4983766078948975,0.4925599992275238,0.44769999384880066,,,0.13514284789562225
145,1.4958837032318115,0.4939799904823303,0.4477999806404114,111.65968322753906,668453.25,0.13504372537136078
146,1.4933832883834839,0.4949199855327606,0.448199987411499,,,0.1349485218524933
147,1.49087655544281,0.49577999114990234,0.44849997758865356,,,0.13485360145568848
148,1.4883618354797363,0.4965199828147888,0.44849997758865356,,,0.13476420938968658
149,1.4858394861221313,0.497439980506897,0.44829997420310974,,,0.13467977941036224
150,1.4833099842071533,0.4983999729156494,0.4487999975681305,120.04206848144531,732132.125,0.13459603488445282
151,1.4807720184326172,0.49911999702453613,0.44909998774528503,,,0.1345159262418747
152,1.478225588798523,0.5001199841499329,0.4493999779224396,,,0.134437695145607
153,1.4756710529327393,0.5008599758148193,0.4496999979019165,,,0.13436655700206757
154,1.473108172416687,0.502020001411438,0.4497999846935272,,,0.1342984437942505
155,1.4705365896224976,0.5028799772262573,0.44999998807907104,128.93905639648438,800795.875,0.134231835603714
156,1.4679558277130127,0.5038399696350098,0.45019999146461487,,,0.13416849076747894
157,1.4653667211532593,0.5049399733543396,0.4503999948501587,,,0.13410718739032745
158,1.462768316268921,0.5061599612236023,0.45089998841285706,,,0.1340547502040863
159,1.460160493850708,0.5072000026702881,0.4510999917984009,,,0.1340010166168213
160,1.4575432538986206,0.5080000162124634,0.45170000195503235,138.3804931640625,874834.3125,0.13395793735980988
161,1.4549168348312378,0.5090399980545044,0.4514999985694885,,,0.1339118629693985
162,1.4522807598114014,0.5101400017738342,0.4513999819755554,,,0.13391615450382233
163,1.4496355056762695,0.5110399723052979,0.45159998536109924,,,0.13398289680480957
164,1.4469826221466064,0.5118600130081177,0.4521999955177307,,,0.13456720113754272
165,1.4443304538726807,0.5135399699211121,0.45239999890327454,149.1997833251953,957891.0,0.13708028197288513
166,1.441725254058838,0.5139399766921997,0.45249998569488525,,,0.15017664432525635
167,1.4393976926803589,0.5153200030326843,0.45239999890327454,,,0.2057521492242813
168,1.4379737377166748,0.5159400105476379,0.45239999890327454,,,0.3850628733634949
169,1.4359568357467651,0.5164999961853027,0.4519999921321869,,,0.7037963271141052
170,1.4318379163742065,0.517579972743988,0.4529999792575836,154.66571044921875,556019.0,0.8266181945800781
171,1.4297025203704834,0.5185399651527405,0.45229998230934143,,,0.35262584686279297
172,1.4280462265014648,0.519599974155426,0.45329999923706055,,,0.4500522315502167
173,1.4244537353515625,0.5212999582290649,0.45350000262260437,,,0.6672638058662415
174,1.422888159751892,0.5216400027275085,0.4528999924659729,,,0.17530600726604462
175,1.420297384262085,0.5229399800300598,0.4542999863624573,172.61436462402344,528833.375,0.5249583125114441
176,1.4175776243209839,0.5240399837493896,0.45350000262260437,,,0.4425593614578247
177,1.4159104824066162,0.5242999792098999,0.4521999955177307,,,0.23685413599014282
178,1.4129033088684082,0.5254999995231628,0.45399999618530273,,,0.5161780118942261
179,1.411017656326294,0.5263999700546265,0.4544000029563904,,,0.1758623868227005
180,1.408649206161499,0.5268799662590027,0.45339998602867126,174.52967834472656,501490.8125,0.4209221303462982
181,1.406036138534546,0.5274400115013123,0.45409998297691345,,,0.38481563329696655
182,1.4041993618011475,0.5283200144767761,0.4562999904155731,,,0.19247493147850037
183,1.4014716148376465,0.5293999910354614,0.4553000032901764,,,0.4539550542831421
184,1.3993241786956787,0.5299199819564819,0.4553000032901764,,,0.2109498679637909
185,1.397128939628601,0.5310199856758118,0.4560000002384186,194.0111083984375,539623.3125,0.3132963180541992
186,1.3945165872573853,0.5324999690055847,0.45579999685287476,,,0.37208813428878784
187,1.3924906253814697,0.5325799584388733,0.4560000002384186,,,0.13144557178020477
188,1.390054702758789,0.5338999629020691,0.45649999380111694,,,0.34715700149536133
189,1.387645959854126,0.5349999666213989,0.45729997754096985,,,0.2661280632019043
